id,title,price,date,city,description
9764394,Участок с домиком в курортном пригороде Евпатории,4800000,"Сегодня, 13:26",Евпатория,Тип объявления: Продам; Вид объекта: Дома; Площадь дома: 47; Город на расстоянии: 10;
9598178,Здание с участком под бизнес в курортном пригороде Евпатории,3200000,"Сегодня, 13:26",Евпатория,Тип объявления: Продам; Вид объекта: Здание; Готовый бизнес: нет;
9598262,Коммерческий нежилой фонд в новом районе Евпатории,12800000,"Сегодня, 13:26",Евпатория,Тип объявления: Продам; Вид объекта: Помещение; Готовый бизнес: нет;
10039614,9 га под малоэтажную застройку,76000000,"Сегодня, 13:25",Евпатория,Тип объявления: Продам; Категория земель: ИЖС; Вид права: Собственность; Площадь: 917; Город на расстоянии: 2;
10132004,Арендуй выгодно офис в Евпатории,10000,"Сегодня, 13:25",Евпатория,Тип объявления: Сдам; Вид объекта: Офис; Готовый бизнес: нет;
9636188,Дом 118 м2,8000000,"Сегодня, 12:12",Симферополь,Тип объявления: Продам; Вид объекта: Дома; Площадь дома: 118;
1593412,продажу участка с домом,1800000,"Сегодня, 11:34",Щелкино,Тип объявления: Продам; Вид права: Собственность; Площадь: 6002; Город на расстоянии: 10;
9722506,"1-к квартира, 25 м2, 1/1 эт. Центр ул. Горького 28",5500000,"Сегодня, 10:47",Симферополь,Тип объявления: Продам; Вид объекта: Вторичка; Количество комнат: 1; Тип дома: Кирпичный; Площадь: 25; Этаж: 1; Этажей в доме: 1;
553934,"Участок 10 соток с.Теплое ,очень красивое живописное место для загородного дома",5000000,"Сегодня, 10:47",Симферополь,Тип объявления: Продам; Вид права: Собственность; Площадь: 10; Город на расстоянии: 15;
8635405,Дом 72 м2 в г.Старый Крым,7300000,"Сегодня, 09:37",Феодосия,Продаю свой дом. Расположен на участке 14 соток в уютном обжитом тихом месте с удобными подъездами.
7235068,Земля с/х назначения,2000000,"Сегодня, 09:37",Феодосия,Тип объявления: Продам; Категория земель: Земли С/Х назначения; Вид права: Собственность; Площадь: 2; Город на расстоянии: 1;
7512429,Дача 150 м2,5100000,"Сегодня, 09:23",Симферополь,Тип объявления: Продам; Вид объекта: Дома; Площадь дома: 150; Город на расстоянии: 8;
9210412,Продам участок,2150000,"Сегодня, 09:22",Симферополь,Тип объявления: Продам; Категория земель: Земли С/Х назначения; Вид права: Собственность; Площадь: 6; Город на расстоянии: 3;
9965605,"Дом 88,6 м2 с участком 20,6 соток в деревне на берегу моря.",8500000,"Сегодня, 09:13",Керчь,Тип объявления: Продам; Вид объекта: Дома; Площадь дома: 88; Город на расстоянии: 17;
5307964,Сдам нежилое помещение,25000,"Сегодня, 08:47",Симферополь,Тип объявления: Сдам; Вид объекта: Помещение; Готовый бизнес: нет;
7105101,Сдам нежилое помещение.,23000,"Сегодня, 08:47",Симферополь,Тип объявления: Сдам; Вид объекта: Помещение; Готовый бизнес: да;
9480532,Дом в СНТ,5500000,"Сегодня, 08:46",Симферополь,Тип объявления: Продам; Вид объекта: Дома; Площадь дома: 122;
10091157,"Продаю домовладение на 3 земельных участках, двумя гаражами и 3 жилыми объектами",11800000,"Сегодня, 08:27",Феодосия,Тип объявления: Продам; Вид объекта: Дома; Площадь дома: 138;
7545968,ПРОДАМ  ЗЕМЛЮ,1200000,"Сегодня, 08:15",Феодосия,Тип объявления: Продам; Категория земель: Земли С/Х назначения; Вид права: Собственность; Площадь: 15;
10115636,"1-к квартира, 42.8 м2, 3/12 эт.",5675000,"Сегодня, 08:02",Евпатория,Тип объявления: Продам; Вид объекта: Вторичка; Количество комнат: 1; Тип дома: Блочный; Площадь: 42; Этаж: 3; Этажей в доме: 12;
6089879,"2-к квартира, 91 м2, 3/6 эт.",11850000,"Сегодня, 08:01",Евпатория,Тип объявления: Продам; Вид объекта: Новострой; Количество комнат: 2; Тип дома: Монолитный; Площадь: 91; Этаж: 3; Этажей в доме: 6;
1864998,Аренда магазина в Крыму на берегу Черного моря.,35000,"Сегодня, 08:01",Симферополь,Тип объявления: Сдам; Вид объекта: Магазин; Готовый бизнес: да;
7710104,Продается помещение свободного назначения 49.4 кв.м. г. Евпатория.,6650000,"Сегодня, 08:01",Евпатория,Тип объявления: Продам; Вид объекта: Помещение;
10129794,Продам дачу в Крыму г. Красноперекопск,2500000,"Сегодня, 08:00",Армянск,Тип объявления: Продам; Вид объекта: Дачи; Площадь дома: 4;
3696345,"2-х-этажный дом 242 м² в г. Алуште, с. Рыбачье",26000000,"Сегодня, 07:54",Алушта,Тип объявления: Продам; Вид объекта: Дома; Площадь дома: 242;
7894696,Дом 80 м2,17000000,"Сегодня, 07:49",Симферополь,Тип объявления: Продам; Вид объекта: Дома; Площадь дома: 80; Город на расстоянии: 11;
7899517,Продам участок,17000000,"Сегодня, 07:49",Симферополь,Тип объявления: Продам; Категория земель: ИЖС; Вид права: Собственность; Площадь: 24; Город на расстоянии: 15;
10096859,Аренда 2 х комнатной квартиры Симферопольский район село Мирное,30000,"Сегодня, 06:09",Симферополь,Тип объявления: Сдам; Срок аренды: На длительный срок; Количество комнат: 2; Площадь: 46; Этаж: 1; Этажей в доме: 1;
9921182,Аренда помещение свободного назначение на Центральном рынке.,325000,"Сегодня, 06:09",Симферополь,Тип объявления: Сдам; Вид объекта: Магазин; Готовый бизнес: да;
10053397,Аренда  торговых помещений ул Кечкеметская,89000,"Сегодня, 06:09",Симферополь,Тип объявления: Сдам; Вид объекта: Магазин;
10093126,Аренда производственно - складского помещение,840000,"Сегодня, 06:09",Симферополь,Тип объявления: Сдам; Вид объекта: Склад; Готовый бизнес: да;
9751444,Аренда торгового помещение,100000,"Сегодня, 06:08",Симферополь,Тип объявления: Сдам; Вид объекта: Магазин; Готовый бизнес: да;
10052836,Аренда складского помещение ул Индустриальная /ул Лексина,68000,"Сегодня, 06:08",Симферополь,Тип объявления: Сдам; Вид объекта: Склад;
10052833,Аренда складского помещение ул Индустриальная /ул Лексина,36000,"Сегодня, 06:08",Симферополь,Тип объявления: Сдам; Вид объекта: Склад;
9783115,Аренда торгового помещение на Центральном рыноке,70000,"Сегодня, 06:07",Симферополь,Тип объявления: Сдам; Вид объекта: Магазин; Готовый бизнес: нет;
9521288,Продам офисное помещение ул Дмитрия Ульянова,8000000,"Сегодня, 06:07",Симферополь,Тип объявления: Продам; Вид объекта: Офис; Готовый бизнес: нет;
9965245,Продается земельный участок Симферопольский район село  Пионерское,6500000,"Сегодня, 06:07",Симферополь,Тип объявления: Продам; Категория земель: ИЖС; Вид права: Собственность; Площадь: 10;
9990494,Аренда складского помещение. Площадь - 1.500 кв/м.  ул. Узловая,750000,"Сегодня, 06:07",Симферополь,Тип объявления: Сдам; Вид объекта: Склад; Готовый бизнес: да;
9953207,Аренда помещение  свободного назначение,78750,"Сегодня, 06:06",Симферополь,Тип объявления: Сдам; Вид объекта: Помещение; Готовый бизнес: да;
9781483,Продается дом Симферопольский район село Красновка,4000000,"Сегодня, 06:06",Симферополь,Тип объявления: Продам; Вид объекта: Дома; Площадь дома: 62; Город на расстоянии: 15;
9677392,Аренда помещение свободного назначение,30000,"Сегодня, 06:06",Симферополь,Тип объявления: Сдам; Вид объекта: Салон красоты;
9616103,Продается помещение свободного назначение,12500000,"Сегодня, 06:05",Симферополь,"Тип объявления: Продам; Вид объекта: Ресторан, Кафе; Готовый бизнес: да;"
9150844,Аренда торгового помещение,45000,"Сегодня, 06:05",Симферополь,Тип объявления: Сдам; Вид объекта: Магазин; Готовый бизнес: да;
9777106,Продается земельный участок Симферопольский район село Денисовка,2100000,"Сегодня, 06:05",Симферополь,Тип объявления: Продам; Категория земель: ИЖС; Вид права: Собственность; Площадь: 6; Город на расстоянии: 11;
9883974,Аренда торгового помещение в р -не  Московского кольца,105000,"Сегодня, 06:04",Симферополь,Тип объявления: Сдам; Вид объекта: Магазин; Готовый бизнес: да;
6811404,Аренда помещение свободного назначение,100000,"Сегодня, 06:04",Симферополь,Тип объявления: Сдам; Вид объекта: Помещение; Готовый бизнес: да;
5899500,Аренда помещение свободного назначение,110000,"Сегодня, 06:04",Симферополь,Тип объявления: Сдам; Вид объекта: Магазин; Готовый бизнес: да;
5846758,Продам дом с. Вересаево,5000000,"Сегодня, 06:03",Саки,Тип объявления: Продам; Вид объекта: Дома; Площадь дома: 90; Город на расстоянии: 16;
6046620,Аренда помещение свободного назначение,120000,"Сегодня, 06:03",Симферополь,Тип объявления: Сдам; Вид объекта: Магазин; Готовый бизнес: да;
5847411,Аренда помещение свободного назначение,40000,"Сегодня, 06:03",Симферополь,Тип объявления: Сдам; Вид объекта: Помещение; Готовый бизнес: да;
6494136,Аренда помещение свободного назначение,80000,"Сегодня, 06:03",Симферополь,Вид объекта: Магазин; Готовый бизнес: да;
5833164,"Продам участок 2,12 га в Крыму",15000000,"Вчера, 23:50",Симферополь,Тип объявления: Продам; Категория земель: Земли С/Х назначения; Вид права: Собственность; Площадь: 2; Город на расстоянии: 31;
9698223,Продам участок 12 соток в живописном пригороде Симферополя.,2000000,"Вчера, 23:50",Симферополь,Тип объявления: Продам; Категория земель: Садовые участки; Вид права: Собственность; Площадь: 12; Город на расстоянии: 10;
9787803,Участок в пригороде Симферополе.с Пионерское.,4800000,"Вчера, 23:50",Симферополь,Тип объявления: Продам; Категория земель: Садовые участки; Вид права: Собственность; Площадь: 8; Город на расстоянии: 20;
9918539,Земельный участок,2400000,"Вчера, 23:50",Саки,Тип объявления: Продам; Категория земель: Земли С/Х назначения; Вид права: Собственность; Площадь: 20;
10085389,Продается Дом 50 м2 с участком земли,4000000,"Вчера, 23:50",Феодосия,Тип объявления: Продам; Вид объекта: Дома; Площадь дома: 50;
8051424,Земельный участок Евпатория у моря (оз.донузлав/ морской залив) под ИЖС,2500000,"Вчера, 23:35",Евпатория,Тип объявления: Продам; Категория земель: ИЖС; Вид права: Собственность; Площадь: 5; Город на расстоянии: 30;
8790252,"Продам участок в Стрелковом, на Арабатской стрелке",1700000,"Вчера, 21:12",Щелкино,Тип объявления: Продам; Категория земель: ИЖС; Вид права: Собственность; Площадь: 10; Город на расстоянии: 35;
7104601,Участок ИЖС 9 соток у моря,4000000,"Вчера, 20:57",Евпатория,Тип объявления: Продам; Категория земель: ИЖС; Вид права: Собственность; Площадь: 9; Город на расстоянии: 18;
10026420,"3-к квартира, 50 м2, 3/5 эт.",6800000,"Вчера, 20:35",Симферополь,Тип объявления: Продам; Вид объекта: Вторичка; Количество комнат: 3; Тип дома: Блочный; Площадь: 50; Этаж: 3; Этажей в доме: 5;
